Date,Close
2013-04-29 23:59:59,144.5399932861328
2013-04-30 23:59:59,139.0
2013-05-01 23:59:59,116.98999786376952
2013-05-02 23:59:59,105.20999908447266
2013-05-03 23:59:59,97.75
2013-05-04 23:59:59,112.5
2013-05-05 23:59:59,115.91000366210938
2013-05-06 23:59:59,112.3000030517578
2013-05-07 23:59:59,111.5
2013-05-08 23:59:59,113.56600189208984
2013-05-09 23:59:59,112.66999816894531
2013-05-10 23:59:59,117.1999969482422
2013-05-11 23:59:59,115.24299621582031
2013-05-12 23:59:59,115.0
2013-05-13 23:59:59,117.9800033569336
2013-05-14 23:59:59,111.5
2013-05-15 23:59:59,114.22000122070312
2013-05-16 23:59:59,118.76000213623048
2013-05-17 23:59:59,123.01499938964844
2013-05-18 23:59:59,123.4980010986328
2013-05-19 23:59:59,121.98999786376952
2013-05-20 23:59:59,122.0
2013-05-21 23:59:59,122.87999725341795
2013-05-22 23:59:59,123.88899993896484
2013-05-23 23:59:59,126.6999969482422
2013-05-24 23:59:59,133.19999694824222
2013-05-25 23:59:59,131.97999572753906
2013-05-26 23:59:59,133.47999572753906
2013-05-27 23:59:59,129.7449951171875
2013-05-28 23:59:59,129.0
2013-05-29 23:59:59,132.30000305175778
2013-05-30 23:59:59,128.79899597167972
2013-05-31 23:59:59,129.0
2013-06-01 23:59:59,129.30000305175778
2013-06-02 23:59:59,122.29199981689452
2013-06-03 23:59:59,122.22200012207031
2013-06-04 23:59:59,121.41999816894531
2013-06-05 23:59:59,121.6500015258789
2013-06-06 23:59:59,118.0
2013-06-07 23:59:59,111.5
2013-06-08 23:59:59,108.3000030517578
2013-06-09 23:59:59,100.0
2013-06-10 23:59:59,106.3499984741211
2013-06-11 23:59:59,108.9000015258789
2013-06-12 23:59:59,108.1500015258789
2013-06-13 23:59:59,104.0
2013-06-14 23:59:59,99.97889709472656
2013-06-15 23:59:59,99.98809814453124
2013-06-16 23:59:59,99.51000213623048
2013-06-17 23:59:59,101.6999969482422
2013-06-18 23:59:59,107.4000015258789
2013-06-19 23:59:59,108.25
2013-06-20 23:59:59,110.1500015258789
2013-06-21 23:59:59,109.5
2013-06-22 23:59:59,108.3000030517578
2013-06-23 23:59:59,107.5999984741211
2013-06-24 23:59:59,102.73699951171876
2013-06-25 23:59:59,103.9499969482422
2013-06-26 23:59:59,104.0
2013-06-27 23:59:59,101.43699645996094
2013-06-28 23:59:59,94.64920043945312
2013-06-29 23:59:59,94.99400329589844
2013-06-30 23:59:59,96.61399841308594
2013-07-01 23:59:59,88.05000305175781
2013-07-02 23:59:59,90.13400268554688
2013-07-03 23:59:59,77.52999877929688
2013-07-04 23:59:59,80.52580261230469
2013-07-05 23:59:59,68.43099975585939
2013-07-06 23:59:59,70.27729797363281
2013-07-07 23:59:59,74.56109619140625
2013-07-08 23:59:59,76.51599884033203
2013-07-09 23:59:59,76.69400024414062
2013-07-10 23:59:59,86.76000213623047
2013-07-11 23:59:59,88.9800033569336
2013-07-12 23:59:59,93.59490203857422
2013-07-13 23:59:59,98.13390350341795
2013-07-14 23:59:59,94.69129943847656
2013-07-15 23:59:59,98.40019989013672
2013-07-16 23:59:59,97.45079803466795
2013-07-17 23:59:59,98.5
2013-07-18 23:59:59,90.58000183105469
2013-07-19 23:59:59,92.16999816894531
2013-07-20 23:59:59,89.39009857177734
2013-07-21 23:59:59,90.7573013305664
2013-07-22 23:59:59,91.61000061035156
2013-07-23 23:59:59,95.55850219726562
2013-07-24 23:59:59,94.51000213623048
2013-07-25 23:59:59,96.9000015258789
2013-07-26 23:59:59,96.02020263671876
2013-07-27 23:59:59,94.11599731445312
2013-07-28 23:59:59,99.75599670410156
2013-07-29 23:59:59,101.1999969482422
2013-07-30 23:59:59,107.98999786376952
2013-07-31 23:59:59,106.08999633789062
2013-08-01 23:59:59,104.0
2013-08-02 23:59:59,104.5009994506836
2013-08-03 23:59:59,104.00499725341795
2013-08-04 23:59:59,105.1439971923828
2013-08-05 23:59:59,106.22000122070312
2013-08-06 23:59:59,106.75
2013-08-07 23:59:59,106.75
2013-08-08 23:59:59,103.0
2013-08-09 23:59:59,102.8000030517578
2013-08-10 23:59:59,103.0
2013-08-11 23:59:59,105.0
2013-08-12 23:59:59,106.63600158691406
2013-08-13 23:59:59,109.0
2013-08-14 23:59:59,112.56199645996094
2013-08-15 23:59:59,109.98999786376952
2013-08-16 23:59:59,108.99400329589844
2013-08-17 23:59:59,113.5
2013-08-18 23:59:59,113.5
2013-08-19 23:59:59,119.0
2013-08-20 23:59:59,121.20500183105469
2013-08-21 23:59:59,123.3000030517578
2013-08-22 23:59:59,121.1500015258789
2013-08-23 23:59:59,118.5009994506836
2013-08-24 23:59:59,120.04499816894531
2013-08-25 23:59:59,122.11100006103516
2013-08-26 23:59:59,120.05599975585938
2013-08-27 23:59:59,126.5
2013-08-28 23:59:59,122.62000274658205
2013-08-29 23:59:59,122.38999938964844
2013-08-30 23:59:59,133.49000549316406
2013-08-31 23:59:59,135.35000610351562
2013-09-01 23:59:59,138.33999633789062
2013-09-02 23:59:59,135.85000610351562
2013-09-03 23:59:59,136.77000427246094
2013-09-04 23:59:59,126.73999786376952
2013-09-05 23:59:59,126.43000030517578
2013-09-06 23:59:59,119.1500015258789
2013-09-07 23:59:59,124.1500015258789
2013-09-08 23:59:59,121.66000366210938
2013-09-09 23:59:59,127.11000061035156
2013-09-10 23:59:59,125.91000366210938
2013-09-11 23:59:59,135.25
2013-09-12 23:59:59,133.1300048828125
2013-09-13 23:59:59,134.97999572753906
2013-09-14 23:59:59,129.22000122070312
2013-09-15 23:59:59,130.3699951171875
2013-09-16 23:59:59,131.72000122070312
2013-09-17 23:59:59,131.66000366210938
2013-09-18 23:59:59,131.47000122070312
2013-09-19 23:59:59,129.64999389648438
2013-09-20 23:59:59,127.04000091552734
2013-09-21 23:59:59,127.43000030517578
2013-09-22 23:59:59,129.1199951171875
2013-09-23 23:59:59,125.9499969482422
2013-09-24 23:59:59,127.25
2013-09-25 23:59:59,128.22000122070312
2013-09-26 23:59:59,128.3800048828125
2013-09-27 23:59:59,133.77999877929688
2013-09-28 23:59:59,134.77999877929688
2013-09-29 23:59:59,137.33999633789062
2013-09-30 23:59:59,133.0
2013-10-01 23:59:59,132.17999267578122
2013-10-02 23:59:59,114.12999725341795
2013-10-03 23:59:59,123.62999725341795
2013-10-04 23:59:59,129.00999450683594
2013-10-05 23:59:59,128.55000305175778
2013-10-06 23:59:59,129.0
2013-10-07 23:59:59,126.94000244140624
2013-10-08 23:59:59,126.0
2013-10-09 23:59:59,130.69000244140622
2013-10-10 23:59:59,130.58999633789062
2013-10-11 23:59:59,130.89999389648438
2013-10-12 23:59:59,135.19000244140622
2013-10-13 23:59:59,138.1300048828125
2013-10-14 23:59:59,140.52000427246094
2013-10-15 23:59:59,145.24000549316406
2013-10-16 23:59:59,142.5500030517578
2013-10-17 23:59:59,146.25
2013-10-18 23:59:59,155.9600067138672
2013-10-19 23:59:59,172.4199981689453
2013-10-20 23:59:59,174.61000061035156
2013-10-21 23:59:59,182.2100067138672
2013-10-22 23:59:59,193.75999450683597
2013-10-23 23:59:59,213.6199951171875
2013-10-24 23:59:59,198.22999572753903
2013-10-25 23:59:59,186.69000244140625
2013-10-26 23:59:59,177.32000732421875
2013-10-27 23:59:59,196.44000244140625
2013-10-28 23:59:59,198.5500030517578
2013-10-29 23:59:59,204.38999938964844
2013-10-30 23:59:59,199.97000122070312
2013-10-31 23:59:59,204.0
2013-11-01 23:59:59,206.17999267578125
2013-11-02 23:59:59,206.22000122070312
2013-11-03 23:59:59,215.0500030517578
2013-11-04 23:59:59,229.1000061035156
2013-11-05 23:59:59,245.2400054931641
2013-11-06 23:59:59,262.5
2013-11-07 23:59:59,296.4100036621094
2013-11-08 23:59:59,338.1099853515625
2013-11-09 23:59:59,339.1099853515625
2013-11-10 23:59:59,326.6199951171875
2013-11-11 23:59:59,342.44000244140625
2013-11-12 23:59:59,360.3299865722656
2013-11-13 23:59:59,407.3699951171875
2013-11-14 23:59:59,420.20001220703125
2013-11-15 23:59:59,417.95001220703125
2013-11-16 23:59:59,440.2200012207031
2013-11-17 23:59:59,492.1099853515625
2013-11-18 23:59:59,703.5599975585938
2013-11-19 23:59:59,584.6099853515625
2013-11-20 23:59:59,590.8300170898438
2013-11-21 23:59:59,722.4299926757812
2013-11-22 23:59:59,771.4400024414062
2013-11-23 23:59:59,797.8200073242188
2013-11-24 23:59:59,774.25
2013-11-25 23:59:59,799.1099853515625
2013-11-26 23:59:59,928.0999755859376
2013-11-27 23:59:59,1001.9600219726562
2013-11-28 23:59:59,1031.949951171875
2013-11-29 23:59:59,1131.969970703125
2013-11-30 23:59:59,1129.4300537109375
2013-12-01 23:59:59,955.8499755859376
2013-12-02 23:59:59,1043.3299560546877
2013-12-03 23:59:59,1078.280029296875
2013-12-04 23:59:59,1151.1700439453125
2013-12-05 23:59:59,1045.1099853515623
2013-12-06 23:59:59,829.4500122070312
2013-12-07 23:59:59,698.22998046875
2013-12-08 23:59:59,795.8699951171875
2013-12-09 23:59:59,893.1900024414062
2013-12-10 23:59:59,988.510009765625
2013-12-11 23:59:59,878.47998046875
2013-12-12 23:59:59,873.260009765625
2013-12-13 23:59:59,892.5800170898438
2013-12-14 23:59:59,872.5999755859375
2013-12-15 23:59:59,876.1199951171875
2013-12-16 23:59:59,705.969970703125
2013-12-17 23:59:59,682.1199951171875
2013-12-18 23:59:59,522.7000122070311
2013-12-19 23:59:59,691.9600219726562
2013-12-20 23:59:59,625.3200073242188
2013-12-21 23:59:59,605.6599731445312
2013-12-22 23:59:59,617.1799926757812
2013-12-23 23:59:59,673.4099731445312
2013-12-24 23:59:59,665.5800170898438
2013-12-25 23:59:59,682.2100219726562
2013-12-26 23:59:59,761.97998046875
2013-12-27 23:59:59,735.0700073242188
2013-12-28 23:59:59,727.8300170898438
2013-12-29 23:59:59,745.0499877929688
2013-12-30 23:59:59,756.1300048828125
2013-12-31 23:59:59,754.010009765625
2014-01-01 23:59:59,771.4000244140625
2014-01-02 23:59:59,802.3900146484375
